Price,Type,Area(sqm),NoBedrooms,NoBathrooms,Furnishing,Amenities,Location
,,,,,,,
12000,Villa,250,4,4,Partly furnished,"Built in Wardrobes,Concierge,Covered Parking,Kitchen Appliances,Pets Allowed,Security,Shared Gym,Shared Pool,View of Landmark",Ain Khaled
,,,,,,,
15000,Villa,300,4,4,Partly furnished,"Covered Parking,Pets Allowed",Old Airport Road
,,,,,,,
11500,Villa,400,4+Maid,3,Partly furnished,"Maids Room,Shared Gym,Shared Pool",Al Waab
,,,,,,,
35000,Penthouse,390,4+Maid,5,Furnished,"Balcony,Central A/C,Concierge,Covered Parking,Kitchen Appliances,Maids Room,Shared Gym,Shared Pool,Shared Spa,Walk-in Closet",West Bay
,,,,,,,
16500,Townhouse,509,4+Maid,5,Partly furnished,"Maids Room,Shared Pool",The Pearl
,,,,,,,
10000,Compound,10,4+Maid,4,Unfurnished,"Balcony,Children's Play Area,Covered Parking,Maid Service,Maids Room,Pets Allowed,Private Garden,Security,Shared Pool",Abu Hamour
,,,,,,,
16000,Compound,300,4+Maid,5,Partly furnished,"Balcony,Children's Play Area,Covered Parking,Maids Room,Private Garden,Security,Shared Pool",Salata
,,,,,,,
16000,Compound,300,4+Maid,5,Partly furnished,"Balcony,Children's Play Area,Covered Parking,Maids Room,Private Garden,Security,Shared Pool",Salata
,,,,,,,
22000,Apartment,360,4+Maid,5,Unfurnished,"Balcony,Built in Wardrobes,Central A/C,Concierge,Covered Parking,Kitchen Appliances,Maids Room,Pets Allowed,Security,View of Water",The Pearl
,,,,,,,
13000,Villa,260,4,4,,,Al Waab
,,,,,,,
14000,Compound,200,4,5,Unfurnished,"Covered Parking,Maid Service,Shared Gym,Shared Pool",Al Waab
,,,,,,,
15000,Villa,300,4+Maid,4,Unfurnished,"Built in Wardrobes,Central A/C,Covered Parking,Maids Room,Private Garden,Security,Shared Gym,Shared Pool",Al Hilal
,,,,,,,
13000,Villa,340,4,4,,,Al Waab
,,,,,,,
12925,Villa,350,4+Maid,4,Partly furnished,"Barbecue Area,Built in Wardrobes,Children's Play Area,Children's Pool,Concierge,Covered Parking,Kitchen Appliances,Lobby in Building,Maids Room,Networked,Pets Allowed,Private Garden,Security,Shared Gym,Shared Pool,Shared Spa,Study,View of Landmark,Walk-in Closet",Abu Hamour
,,,,,,,
23000,Compound,180,4,6,Partly furnished,"Balcony,Built in Wardrobes,Children's Play Area,Covered Parking,Private Garden,Security,Shared Gym,Shared Pool",Al Messila
,,,,,,,
24000,Villa,450,4+Maid,5,Partly furnished,"Built in Wardrobes,Central A/C,Covered Parking,Kitchen Appliances,Maids Room,Pets Allowed,Private Garden,Security,Shared Pool,View of Water",West Bay Lagoon
,,,,,,,
17800,Apartment,209,4,4,Furnished,"Balcony,Built in Wardrobes,Central A/C,Concierge,Covered Parking,Kitchen Appliances,Pets Allowed,Security,Shared Gym,Shared Pool,View of Water,Walk-in Closet",The Pearl
,,,,,,,
13850,Villa,350,4+Maid,6,Partly furnished,"Balcony,Barbecue Area,Built in Wardrobes,Children's Play Area,Children's Pool,Concierge,Covered Parking,Kitchen Appliances,Lobby in Building,Maids Room,Networked,Pets Allowed,Private Garden,Security,Shared Gym,Shared Pool,Shared Spa,Study,View of Landmark,Walk-in Closet",Al Waab
,,,,,,,
16000,Apartment,200,4,5,,,West Bay
,,,,,,,
29999,Villa,350,4+Maid,5,Partly furnished,"Built in Wardrobes,Central A/C,Children's Play Area,Kitchen Appliances,Maids Room",West Bay Lagoon
,,,,,,,
24000,Villa,450,4,5,Unfurnished,"Central A/C,Covered Parking,Security,Shared Pool",West Bay Lagoon
,,,,,,,
30000,Villa,400,4+Maid,4,Partly furnished,"Balcony,Built in Wardrobes,Covered Parking,Kitchen Appliances,Maids Room,Pets Allowed,Private Garden,Security,Shared Pool,Study,View of Water",West Bay Lagoon
,,,,,,,
21000,Villa,150,4+Maid,4,Partly furnished,"Balcony,Covered Parking,Kitchen Appliances,Maids Room,Pets Allowed,Private Garden,Private Pool,Security,Shared Pool,Shared Spa,Study,Walk-in Closet",Al Messila
,,,,,,,
15000,Compound,280,4+Maid,5,Furnished,"Balcony,Central A/C,Maids Room,Security,Shared Pool",Fereej Bin Omran
,,,,,,,
11000,Villa,340,4,4,,,Al Waab
,,,,,,,
14250,Apartment,242,4+Maid,6,Furnished,"Balcony,Built in Wardrobes,Central A/C,Children's Play Area,Kitchen Appliances,Maids Room,Security,Shared Gym,Shared Pool,View of Water",West Bay
,,,,,,,
13000,Villa,300,4,4,Partly furnished,"Built in Wardrobes,Children's Play Area,Covered Parking,Shared Gym,Shared Pool",Ain Khaled
,,,,,,,
13000,Compound,400,4,4,,,Al Markhiya
,,,,,,,
29000,Villa,450,4,5,,,West Bay Lagoon
,,,,,,,
17400,Apartment,231,4+Maid,4,Furnished,"Balcony,Built in Wardrobes,Central A/C,Kitchen Appliances,Maids Room,Security,Shared Gym,Shared Pool,View of Water",The Pearl
,,,,,,,
9250,Villa,260,4+Maid,4,Partly furnished,"Built in Wardrobes,Covered Parking,Kitchen Appliances,Maids Room,Shared Gym,Shared Pool,Shared Spa",Umm Salal Mohammad
,,,,,,,
21000,Villa,330,4+Maid,3,Furnished,"Built in Wardrobes,Children's Play Area,Concierge,Covered Parking,Maids Room,Pets Allowed,Shared Gym,Shared Pool",Al Dafna
,,,,,,,
10000,Compound,250,4,4,Unfurnished,"Balcony,Covered Parking,Kitchen Appliances,Private Garden,Shared Pool",Abu Hamour
,,,,,,,
23400,Penthouse,307,4+Maid,4,Furnished,"Balcony,Built in Wardrobes,Central A/C,Kitchen Appliances,Maids Room,Pets Allowed,Security,Shared Gym,Shared Pool,View of Water,Walk-in Closet",The Pearl
,,,,,,,
15500,Apartment,197,4+Maid,4,Furnished,"Balcony,Built in Wardrobes,Central A/C,Kitchen Appliances,Maids Room,Security,Shared Gym,Shared Pool,View of Water",The Pearl
,,,,,,,
12000,Villa,300,4,4,Partly furnished,"Built in Wardrobes,Covered Parking,Security,Shared Gym,Shared Pool",Al Waab
,,,,,,,
16000,Compound,220,4+Maid,4,Furnished,"Balcony,Built in Wardrobes,Covered Parking,Maids Room,Pets Allowed",Al Hilal
,,,,,,,
36000,Villa,442,4,4,Furnished,"Balcony,Built in Wardrobes,Central A/C,Concierge,Covered Parking,Kitchen Appliances,Security,Shared Gym,Shared Pool,Shared Spa,View of Landmark,View of Water",The Pearl
,,,,,,,
11500,Villa,400,4,4,,,Al Waab
,,,,,,,
16000,Villa,300,4,4,Furnished,"Balcony,Covered Parking,Private Garden,Security",Al Nuaija
,,,,,,,
13000,Villa,260,4,4,,,Al Waab
,,,,,,,
23000,Villa,450,4+Maid,5,Partly furnished,"Balcony,Built in Wardrobes,Central A/C,Children's Play Area,Covered Parking,Maids Room,Private Garden,Security,Shared Gym,Shared Pool",Al Waab
,,,,,,,
24000,Townhouse,424,4,5,Partly furnished,"Balcony,Built in Wardrobes,Central A/C,Concierge,Covered Parking,Kitchen Appliances,Security,View of Landmark,View of Water,Walk-in Closet",The Pearl
,,,,,,,
13000,Villa,280,4+Maid,4,Partly furnished,"Children's Play Area,Covered Parking,Kitchen Appliances,Maids Room,Private Garden,Private Gym,Private Jacuzzi,Private Pool,Security,Shared Pool",Al Waab
,,,,,,,
22000,Duplex,379,4,5,Partly furnished,"Balcony,Built in Wardrobes,Central A/C,Concierge,Kitchen Appliances,Pets Allowed,Security,View of Water",The Pearl
,,,,,,,
12000,Compound,380,4,4,Unfurnished,"Covered Parking,Shared Gym,Shared Pool",Al Duhail
,,,,,,,
16000,Villa,450,4+Maid,4,Furnished,"Balcony,Built in Wardrobes,Children's Play Area,Covered Parking,Kitchen Appliances,Maids Room",Al Hilal
,,,,,,,
30000,Villa,600,4+Maid,6,Furnished,"Balcony,Built in Wardrobes,Central A/C,Covered Parking,Kitchen Appliances,Maids Room,Private Garden,Private Jacuzzi,Private Pool,Study,Walk-in Closet",Al Maamoura
,,,,,,,
17800,Apartment,238,4,3,Furnished,"Balcony,Built in Wardrobes,Central A/C,Concierge,Covered Parking,Kitchen Appliances,Pets Allowed,Security,Shared Gym,Shared Pool,View of Water,Walk-in Closet",The Pearl
,,,,,,,
9230,Villa,390,4,5,Partly furnished,"Built in Wardrobes,Central A/C,Kitchen Appliances,Pets Allowed,Security,Shared Gym,Shared Pool,Walk-in Closet",Umm Salal Mohammad
,,,,,,,
23000,Villa,400,4,4,,,Al Messila
,,,,,,,
12500,Villa,450,4+Maid,6,Unfurnished,Maids Room,Al Waab
,,,,,,,
10200,Villa,180,4,3,,,Al Waab
,,,,,,,
12925,Villa,350,4,5,Partly furnished,"Balcony,Barbecue Area,Built in Wardrobes,Children's Play Area,Children's Pool,Concierge,Covered Parking,Kitchen Appliances,Networked,Pets Allowed,Security,Shared Gym,Shared Pool,Shared Spa,View of Landmark,View of Water,Walk-in Closet",Al Waab
,,,,,,,
15000,Compound,316,4,6,Partly furnished,"Central A/C,Private Pool,Security,Shared Pool",Al Waab
,,,,,,,
13000,Villa,350,4+Maid,4,Partly furnished,"Concierge,Covered Parking,Maid Service,Maids Room,Pets Allowed,Security,Shared Gym,Shared Pool",Al Markhiya
,,,,,,,
11539,Villa,300,4,3,Unfurnished,"Balcony,Covered Parking,Pets Allowed,Private Garden",Al Nasr
,,,,,,,
17900,Apartment,207,4,3,Furnished,"Balcony,Built in Wardrobes,Central A/C,Children's Play Area,Concierge,Kitchen Appliances,Pets Allowed,Security,Shared Gym,Shared Pool,View of Water",The Pearl
,,,,,,,
9800,Villa,300,4+Maid,4,Unfurnished,"Balcony,Built in Wardrobes,Maids Room,Private Garden,Private Pool,Security,Shared Gym",Ain Khaled
,,,,,,,
4500000,Townhouse,320,4,5,Furnished,"Balcony,Kitchen Appliances,Security,Shared Gym,Shared Pool,View of Water",The Pearl
,,,,,,,
15000,Villa,350,4+Maid,5,Partly furnished,"Central A/C,Kitchen Appliances,Maids Room,Pets Allowed,Private Garden,Security,Shared Gym,Shared Pool",Al Hilal
,,,,,,,
15000,Villa,500,4+Maid,5,Partly furnished,"Built in Wardrobes,Central A/C,Children's Play Area,Covered Parking,Kitchen Appliances,Maids Room,Private Garden,Security,Shared Gym,Shared Pool",Al Duhail
,,,,,,,
12000,Villa,250,4,4,Partly furnished,"Built in Wardrobes,Covered Parking,Private Garden,Private Pool,Security,Shared Gym,Shared Pool,Walk-in Closet",Madinat Khalifa
,,,,,,,
10000,Compound,300,4,4,Unfurnished,"Built in Wardrobes,Private Garden,Security,Shared Gym,Shared Pool,View of Landmark,Walk-in Closet",Old Airport Road
,,,,,,,
15000,Compound,500,4+Maid,4,Partly furnished,"Central A/C,Covered Parking,Kitchen Appliances,Maids Room,Pets Allowed,Private Garden,Private Gym,Private Pool,Security,Shared Pool,View of Landmark",Al Waab
,,,,,,,
10000,Compound,350,4,3,Unfurnished,"Balcony,Built in Wardrobes,Covered Parking,Pets Allowed,Private Garden,Security,Shared Pool,Walk-in Closet",Al Nasr
,,,,,,,
15000,Villa,350,4+Maid,5,Partly furnished,"Balcony,Built in Wardrobes,Central A/C,Children's Play Area,Concierge,Covered Parking,Kitchen Appliances,Maids Room,Security,Shared Gym,Shared Pool",Al Waab
,,,,,,,
16100,Apartment,190,4,5,Furnished,"Balcony,Built in Wardrobes,Central A/C,Concierge,Covered Parking,Kitchen Appliances,Security,Shared Gym,Shared Pool,View of Water",The Pearl
,,,,,,,
15000,Villa,250,4,4,Partly furnished,"Built in Wardrobes,Children's Play Area,Covered Parking,Kitchen Appliances,Pets Allowed,Security,Shared Gym,Shared Pool",Ain Khaled
,,,,,,,
13000,Villa,280,4+Maid,3,Partly furnished,"Maids Room,Shared Gym,Shared Pool",Al Waab
,,,,,,,
7500,Compound,200,4,3,Unfurnished,"Covered Parking,Security,Shared Pool",Izghawa
,,,,,,,
21000,Compound,180,4,6,Unfurnished,"Balcony,Built in Wardrobes,Covered Parking,Security,Shared Gym,Shared Pool",Al Messila
,,,,,,,
10200,Villa,180,4,3,,,Al Waab
,,,,,,,
10200,Villa,180,4,3,,,Al Waab
,,,,,,,
23000,Villa,535,4,4,Furnished,"Built in Wardrobes,Central A/C,Concierge,Covered Parking,Kitchen Appliances,Pets Allowed,Security,Shared Gym,Shared Pool,View of Landmark,View of Water",Al Waab
,,,,,,,
11000,Compound,200,4,4,Unfurnished,Shared Pool,Abu Hamour
,,,,,,,
13000,Villa,200,4,4,,,Fereej Al Ali
,,,,,,,
13000,Villa,200,4,4,,,Fereej Al Ali
,,,,,,,
24000,Townhouse,500,4+Maid,5,Furnished,"Balcony,Built in Wardrobes,Central A/C,Concierge,Covered Parking,Kitchen Appliances,Maids Room,Security,Shared Gym,Shared Pool,View of Water",The Pearl
,,,,,,,
16000,Compound,250,4,5,Furnished,"Built in Wardrobes,Children's Play Area,Concierge,Covered Parking,Kitchen Appliances,Pets Allowed,Private Garden,Security,Shared Gym,Shared Pool,Walk-in Closet",Madinat Khalifa
,,,,,,,
15000,Villa,316,4+Maid,6,Unfurnished,"Balcony,Built in Wardrobes,Central A/C,Children's Play Area,Concierge,Covered Parking,Kitchen Appliances,Maids Room,Pets Allowed,Security,Shared Gym,Shared Pool,View of Landmark,Walk-in Closet",Al Waab
,,,,,,,
10000,Compound,350,4,4,Unfurnished,"Private Garden,Private Jacuzzi,Private Pool,Security,Shared Gym,Shared Spa",Al Rawda
,,,,,,,
13000,Villa,200,4,4,,,Fereej Al Ali
,,,,,,,
24000,Townhouse,500,4+Maid,5,Furnished,"Balcony,Built in Wardrobes,Central A/C,Concierge,Covered Parking,Kitchen Appliances,Maids Room,Security,Shared Gym,Shared Pool,View of Water",The Pearl
,,,,,,,
14000,Compound,300,4,4,Unfurnished,"Built in Wardrobes,Children's Play Area,Shared Gym,Shared Pool",Al Waab
,,,,,,,
10200,Villa,180,4,3,Partly furnished,"Children's Play Area,Covered Parking,Security,Shared Gym,Shared Pool",Al Waab
,,,,,,,
10000,Compound,400,4,5,Unfurnished,"Balcony,Concierge,Covered Parking,Pets Allowed,Private Garden,Private Pool,Security,Shared Gym,Shared Pool,Walk-in Closet",Old Airport Road
,,,,,,,
65000,Penthouse,750,4+Maid,5,Furnished,"Balcony,Built in Wardrobes,Central A/C,Children's Play Area,Concierge,Covered Parking,Kitchen Appliances,Maid Service,Maids Room,Pets Allowed,Security,Shared Gym,Shared Pool,Shared Spa,Study,View of Landmark,View of Water,Walk-in Closet",The Pearl
,,,,,,,
12000,Villa,280,4+Maid,4,Unfurnished,"Central A/C,Children's Play Area,Kitchen Appliances,Maids Room,Security,Shared Gym,Shared Pool",Al Gharrafa
,,,,,,,
29000,Villa,300,4,5,Partly furnished,"Covered Parking,Kitchen Appliances,Security,Shared Pool",Al Gharrafa
,,,,,,,
13385,Villa,360,4+Maid,5,Partly furnished,"Balcony,Barbecue Area,Built in Wardrobes,Children's Play Area,Children's Pool,Covered Parking,Kitchen Appliances,Lobby in Building,Maids Room,Networked,Pets Allowed,Security,Shared Gym,Shared Pool,Shared Spa,Study",Abu Hamour
,,,,,,,
9000,Compound,350,4+Maid,4,Unfurnished,"Covered Parking,Maids Room,Security,Shared Gym,Shared Pool",Al Waab
,,,,,,,
23000,Compound,450,4,5,Partly furnished,"Balcony,Built in Wardrobes,Central A/C,Concierge,Security,Shared Gym,Shared Pool,View of Water",Al Waab
,,,,,,,
16000,Villa,300,4+Maid,4,Partly furnished,"Built in Wardrobes,Central A/C,Concierge,Kitchen Appliances,Maids Room,Pets Allowed,Security,Shared Gym,Shared Pool,Shared Spa,Walk-in Closet",Al Hilal
,,,,,,,
8500,Apartment,180,4,5,Furnished,"Balcony,Built in Wardrobes,Covered Parking,Kitchen Appliances,Security,Shared Gym,Shared Pool",Fereej Bin Mahmoud
,,,,,,,
7500,Compound,250,4,4,Unfurnished,"Pets Allowed,Security,Shared Gym,Shared Pool",Izghawa
,,,,,,,
13000,Compound,300,4+Maid,4,Partly furnished,"Barbecue Area,Covered Parking,Kitchen Appliances,Maids Room,Pets Allowed,Security,Shared Gym,Shared Pool,View of Landmark",Abu Hamour
,,,,,,,
13000,Villa,260,4+Maid,4,Partly furnished,"Covered Parking,Maids Room,Shared Gym,Shared Pool",Al Waab
,,,,,,,
15000,Compound,350,4+Maid,5,Unfurnished,"Covered Parking,Kitchen Appliances,Maids Room,Private Garden,Private Pool,Security,Shared Gym",Al Hilal
,,,,,,,
18600,Apartment,206,4,4,Furnished,"Balcony,Built in Wardrobes,Central A/C,Kitchen Appliances,Pets Allowed,Private Gym,Shared Gym,View of Water",The Pearl
,,,,,,,
9500,Compound,200,4+Maid,4,Unfurnished,"Maids Room,Shared Gym,Shared Pool",Al Hilal
,,,,,,,
10000,Villa,370,4+Maid,4,Unfurnished,"Built in Wardrobes,Covered Parking,Maids Room,Private Garden,Security,Shared Pool",Abu Hamour
,,,,,,,
19000,Compound,300,4+Maid,5,Furnished,"Balcony,Built in Wardrobes,Central A/C,Covered Parking,Kitchen Appliances,Maids Room,Pets Allowed,Private Garden,Security,Shared Gym,Shared Pool,Study",Al Messila
,,,,,,,
16000,Compound,300,4,5,Furnished,"Built in Wardrobes,Central A/C,Children's Play Area,Covered Parking,Kitchen Appliances",Al Nuaija
,,,,,,,
12000,Villa,300,4,5,Furnished,"Built in Wardrobes,Central A/C,Children's Play Area,Covered Parking,Pets Allowed,Private Garden,Security,Shared Gym,Shared Pool,Walk-in Closet",Izghawa
,,,,,,,
28000,Penthouse,758,4+Maid,7,Partly furnished,"Balcony,Built in Wardrobes,Central A/C,Kitchen Appliances,Maids Room,Pets Allowed,Security,Shared Gym,Shared Pool,View of Water,Walk-in Closet",The Pearl
,,,,,,,
12000,Villa,513,4+Maid,4,Unfurnished,"Central A/C,Children's Play Area,Kitchen Appliances,Maids Room,Security,Shared Gym,Shared Pool",Al Gharrafa
,,,,,,,
12000,Villa,300,4,5,Furnished,"Built in Wardrobes,Central A/C,Children's Play Area,Covered Parking,Pets Allowed,Private Garden,Security,Shared Gym,Shared Pool,Walk-in Closet",Izghawa
,,,,,,,
28000,Penthouse,758,4+Maid,7,Partly furnished,"Balcony,Built in Wardrobes,Central A/C,Kitchen Appliances,Maids Room,Pets Allowed,Security,Shared Gym,Shared Pool,View of Water,Walk-in Closet",The Pearl
,,,,,,,
8750,Compound,220,4,4,,,Umm Salal Mohammad
,,,,,,,
9500,Compound,250,4,3,Partly furnished,"Covered Parking,Kitchen Appliances,Security,Shared Gym,Shared Pool",Al Waab
,,,,,,,
15000,Villa,338,4+Maid,4,Partly furnished,"Balcony,Concierge,Covered Parking,Kitchen Appliances,Maids Room,Pets Allowed,Security,Shared Gym",Al Waab
,,,,,,,
15000,Villa,300,4,5,Unfurnished,"Central A/C,Covered Parking,Pets Allowed",Al Nuaija
,,,,,,,
40000,Penthouse,750,4+Maid,5,Furnished,"Balcony,Built in Wardrobes,Children's Play Area,Concierge,Covered Parking,Kitchen Appliances,Maids Room,Pets Allowed,Security,Shared Gym,Shared Pool,View of Water,Walk-in Closet",The Pearl
,,,,,,,
12923,Villa,350,4+Maid,6,Partly furnished,"Balcony,Barbecue Area,Built in Wardrobes,Central A/C,Children's Play Area,Children's Pool,Concierge,Covered Parking,Kitchen Appliances,Lobby in Building,Maids Room,Networked,Pets Allowed,Security,Shared Gym,Shared Pool,Shared Spa,Study,View of Landmark,View of Water,Walk-in Closet",Al Rayyan
,,,,,,,
15000,Compound,300,4+Maid,3,Partly furnished,"Balcony,Built in Wardrobes,Concierge,Covered Parking,Kitchen Appliances,Maids Room,Pets Allowed,Security,Shared Gym,Shared Pool,Walk-in Closet",Al Waab
,,,,,,,
25000,Villa,480,4+Maid,5,Partly furnished,"Balcony,Built in Wardrobes,Central A/C,Children's Play Area,Covered Parking,Kitchen Appliances,Maids Room,Pets Allowed,Private Garden,Security,Shared Pool,Study,View of Landmark,View of Water,Walk-in Closet",West Bay Lagoon
,,,,,,,
15000,Townhouse,327,4,5,Partly furnished,"Balcony,Built in Wardrobes,Central A/C,Concierge,Covered Parking,Kitchen Appliances,Pets Allowed,Security,View of Water",The Pearl
,,,,,,,
12000,Villa,361,4,4,Unfurnished,"Central A/C,Covered Parking,Security",Al Soudan
,,,,,,,
8100,Apartment,100,4,2,Furnished,"Balcony,Children's Play Area,Covered Parking,Kitchen Appliances,Security,Shared Gym,Shared Pool,View of Water",The Pearl
,,,,,,,
12923,Compound,400,4+Maid,5,Partly furnished,"Concierge,Covered Parking,Kitchen Appliances,Maid Service,Maids Room,Private Garden,Shared Gym,Shared Pool",Al Rayyan
,,,,,,,
23000,Compound,250,4+Maid,4,Unfurnished,"Balcony,Built in Wardrobes,Children's Play Area,Covered Parking,Kitchen Appliances,Maids Room,Pets Allowed,Security,Shared Pool,View of Water",West Bay Lagoon
,,,,,,,
19000,Villa,440,4,6,Partly furnished,"Balcony,Central A/C,Covered Parking,Private Garden,Security,Shared Gym,Shared Pool",Al Messila
,,,,,,,
14000,Villa,110,4,5,Partly furnished,"Balcony,Children's Play Area,Concierge,Security",Al Waab
,,,,,,,
14770,Villa,363,4+Maid,6,Furnished,"Built in Wardrobes,Central A/C,Covered Parking,Maids Room,Security,Shared Gym,Shared Pool,Shared Spa",Al Rayyan
,,,,,,,
11500,Villa,300,4,3,Unfurnished,"Balcony,Barbecue Area,Covered Parking,Pets Allowed,Private Garden,Study",Al Nasr
,,,,,,,
50000,Penthouse,756,4,6,Furnished,"Balcony,Built in Wardrobes,Central A/C,Security,Shared Gym,Shared Pool,View of Water",The Pearl
,,,,,,,
8000,Villa,300,4,3,Unfurnished,"Children's Play Area,Covered Parking,Security",Al Aziziyah
,,,,,,,
12000,Villa,265,4+Maid,3,Unfurnished,"Built in Wardrobes,Children's Play Area,Covered Parking,Maids Room,Private Garden,Security,Shared Gym,Shared Pool",Al Waab
,,,,,,,
14000,Villa,320,4+Maid,5,Unfurnished,"Balcony,Built in Wardrobes,Covered Parking,Maids Room,Private Garden",Al Waab
,,,,,,,
15500,Apartment,206,4,4,Furnished,"Balcony,Built in Wardrobes,Central A/C,Concierge,Covered Parking,Kitchen Appliances,Pets Allowed,Security,Shared Gym,Shared Pool,Study,View of Landmark,View of Water,Walk-in Closet",The Pearl
,,,,,,,
11000,Villa,400,4+Maid,5,Partly furnished,"Covered Parking,Kitchen Appliances,Maids Room,Pets Allowed",Al Hilal
,,,,,,,
30000,Villa,400,4+Maid,5,Partly furnished,"Children's Play Area,Maids Room,Private Garden",West Bay Lagoon
,,,,,,,
50000,Penthouse,756,4,6,,,The Pearl
,,,,,,,
8000,Compound,160,4,4,Unfurnished,"Built in Wardrobes,Kitchen Appliances,Private Garden",Al Gharrafa
,,,,,,,
11000,Compound,300,4,4,Partly furnished,"Built in Wardrobes,Covered Parking,Kitchen Appliances,Pets Allowed,Private Pool",Al Gharrafa
,,,,,,,
30000,Villa,400,4+Maid,4,Partly furnished,"Covered Parking,Maids Room,Pets Allowed,Private Garden,Security,Shared Pool",West Bay Lagoon
,,,,,,,
14000,Villa,300,4,5,Partly furnished,"Balcony,Central A/C,Children's Play Area,Concierge,Kitchen Appliances,Security,Shared Gym,Shared Pool,View of Landmark,View of Water",Al Duhail
,,,,,,,
21000,Villa,435,4+Maid,4,Unfurnished,"Balcony,Built in Wardrobes,Central A/C,Children's Play Area,Covered Parking,Maids Room,Pets Allowed,Security,Shared Gym,Shared Pool,View of Landmark",Al Dafna
,,,,,,,
11000,Compound,1400,4,4,Furnished,"Balcony,Built in Wardrobes,Central A/C,Children's Play Area,Covered Parking,Kitchen Appliances,Security",AlMuraikh
,,,,,,,
35000,Penthouse,450,4+Maid,5,Partly furnished,"Balcony,Built in Wardrobes,Central A/C,Concierge,Kitchen Appliances,Maids Room,Security,Shared Gym,Shared Pool,Shared Spa,View of Landmark,View of Water,Walk-in Closet",The Pearl
,,,,,,,
29400,Penthouse,395,4+Maid,5,Furnished,"Balcony,Built in Wardrobes,Central A/C,Concierge,Covered Parking,Kitchen Appliances,Maids Room,Pets Allowed,Security,Shared Gym,Shared Pool,View of Landmark,View of Water",The Pearl
,,,,,,,
35000,Apartment,450,4+Maid,5,Partly furnished,"Balcony,Built in Wardrobes,Central A/C,Children's Play Area,Concierge,Covered Parking,Kitchen Appliances,Maids Room,Pets Allowed,Security,Shared Gym,Shared Pool,Shared Spa,View of Water,Walk-in Closet",The Pearl
,,,,,,,
14000,Villa,300,4+Maid,5,Unfurnished,"Balcony,Built in Wardrobes,Children's Play Area,Concierge,Covered Parking,Kitchen Appliances,Maid Service,Maids Room,Security,Shared Gym,Shared Pool,View of Water",Al Duhail
,,,,,,,
12000,Villa,350,4,4,,,Al Gharrafa
,,,,,,,
11000,Apartment,400,4,4,Partly furnished,"Balcony,Children's Play Area,Covered Parking,Kitchen Appliances,Security,Shared Gym,Shared Pool",AlMuraikh
,,,,,,,
9500,Compound,250,4+Maid,4,Furnished,"Concierge,Covered Parking,Kitchen Appliances,Maids Room,Pets Allowed,Security,Shared Gym,Shared Pool",Ain Khaled
,,,,,,,
50000,Penthouse,756,4+Maid,6,Furnished,"Balcony,Built in Wardrobes,Central A/C,Concierge,Covered Parking,Maids Room,Security,Shared Gym,Shared Pool,View of Water",The Pearl
,,,,,,,
9500,Compound,300,4,4,Unfurnished,"Covered Parking,Shared Gym,Shared Pool",Ain Khaled
,,,,,,,
11000,Villa,310,4,4,Furnished,"Built in Wardrobes,Covered Parking,Kitchen Appliances,Security,Shared Gym,Shared Pool",Al Rayyan
,,,,,,,
21000,Villa,450,4+Maid,7,Partly furnished,"Balcony,Built in Wardrobes,Central A/C,Concierge,Covered Parking,Kitchen Appliances,Maids Room,Pets Allowed,Private Garden,Private Gym,Security,Shared Gym,Shared Pool,View of Landmark,Walk-in Closet",Al Waab
,,,,,,,
12000,Compound,350,4+Maid,4,Partly furnished,"Covered Parking,Maids Room,Private Garden,Security,Shared Gym,Shared Pool",Ain Khaled
,,,,,,,
10500,Villa,280,4+Maid,4,Partly furnished,"Concierge,Maids Room,Security",Al Aziziyah
,,,,,,,
15000,Compound,200,4+Maid,6,Furnished,"Central A/C,Covered Parking,Kitchen Appliances,Maids Room,Pets Allowed,Security,Shared Gym,Shared Pool",Fereej Bin Omran
,,,,,,,
35000,Apartment,380,4+Maid,5,Furnished,"Balcony,Built in Wardrobes,Central A/C,Children's Play Area,Concierge,Covered Parking,Kitchen Appliances,Maids Room,Private Jacuzzi,Security,Shared Gym,Shared Pool,Study,View of Landmark,View of Water",West Bay
,,,,,,,
11000,Compound,250,4,3,,,AlMuraikh
,,,,,,,
8000,Compound,320,4,4,,,Ain Khaled
,,,,,,,
13000,Villa,250,4,3,Partly furnished,"Balcony,Private Pool,Security",Al Duhail
,,,,,,,
10000,Compound,150,4,5,Furnished,"Covered Parking,Kitchen Appliances,Security,Shared Gym,Shared Pool",Ain Khaled
,,,,,,,
15500,Apartment,197,4,4,Furnished,"Central A/C,Children's Play Area,Concierge,Covered Parking,Security,Shared Gym,Shared Pool",The Pearl
,,,,,,,
11000,Apartment,340,4+Maid,5,Partly furnished,"Balcony,Built in Wardrobes,Covered Parking,Kitchen Appliances,Maids Room,Private Pool",Al Gharrafa
,,,,,,,
10000,Compound,325,4,4,Partly furnished,"Built in Wardrobes,Covered Parking,Kitchen Appliances,Pets Allowed,Shared Gym,Shared Pool",Al Rayyan
,,,,,,,
13850,Compound,250,4+Maid,5,Partly furnished,"Built in Wardrobes,Central A/C,Covered Parking,Kitchen Appliances,Maids Room,Pets Allowed,Private Garden,Security,Shared Gym,Shared Pool",Al Waab
,,,,,,,
23000,Villa,549,4,6,Unfurnished,"Balcony,Built in Wardrobes,Covered Parking,Kitchen Appliances,Pets Allowed,Private Garden,Private Jacuzzi,Private Pool,Shared Spa,Study,Walk-in Closet",Al Sadd
